CSV Line for;FOOTPRINT-kicad-kicad-footprints-Inductor_THT-L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7;Inductor_THT : L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"FOOTPRINT";"kicad";"kicad-footprints";"Inductor_THT";"L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7";"FOOTPRINT-kicad-kicad-footprints-Inductor_THT-L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7";"FZKINLTOROIDVERTICALL419W191P158VISHAYTJ7";"Inductor_THT : L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7";;;;;;;;;;;;;;"{'name': 'L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7', 'description': 'L_Toroid, Vertical series, Radial, pin pitch=15.80mm, , length*width=41.9*19.1mm^2, Vishay, TJ7, http://www.vishay.com/docs/34079/tj.pdf', 'tags': 'L_Toroid Vertical series Radial pin pitch 15.80mm  length 41.9mm width 19.1mm Vishay TJ7', 'attributeType': 'through_hole', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Inductor_THT.3dshapes/L_Toroid_Vertical_L41.9mm_W19.1mm_P15.80mm_Vishay_TJ7.wrl', 'pins': {'type': 'thru_hole', 'shape': 'circle'}}";;;;;;
