CSV Line for;FOOTPRINT-kicad-kicad-footprints-Package_DFN_QFN-AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm;Package_DFN_QFN : AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"FOOTPRINT";"kicad";"kicad-footprints";"Package_DFN_QFN";"AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm";"FOOTPRINT-kicad-kicad-footprints-Package_DFN_QFN-AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm";"FZKDFNAODFN81EP555X52P127EP412X46";"Package_DFN_QFN : AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm";;;;;;;;;;;;;;"{'name': 'AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm', 'description': 'DD Package; 8-Lead Plastic DFN (5.55mm x 5.2mm), Pin 5-8 connected to EP (http://www.aosmd.com/res/packaging_information/DFN5x6_8L_EP1_P.pdf)', 'tags': 'dfn ', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Package_DFN_QFN.3dshapes/AO_DFN-8-1EP_5.55x5.2mm_P1.27mm_EP4.12x4.6mm.wrl', 'pins': {'type': 'smd', 'shape': 'rect'}}";;;;;;
