OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""SYMBOL""";"""kicad""";"""kicad-symbols""";"""Diode""";"""SD24_SOD323""";"""SYMBOL-kicad-kicad-symbols-Diode-SD24_SOD323""";"""SZKDIODESD24SOD323""";"""Diode : SD24_SOD323""";;;;;;;;;;;;;;;;;;"""[{'kicadSymbolExtends': 'SD05_SOD323', 'kicadSymbolReference': 'D', 'kicadSymbolValue': 'SD24_SOD323', 'kicadSymbolFootprint': 'Diode_SMD:D_SOD-323', 'kicadSymbolDatasheet': 'https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diode_arrays/littelfuse_tvs_diode_array_sd_c_datasheet.pdf.pdf', 'kicadSymbolki_keywords': 'transient voltage suppressor thyrector transil', 'kicadSymbolki_description': '24V, 450W Discrete Bidirectional TVS Diode, SOD-323', 'kicadSymbolki_fp_filters': 'D?SOD?323*'}]""";;;;;
