OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
SYMBOL;kicad;oomlout_OOMP_kicad;oomlout_OOMP_JLCC_Basic;RESE-0402-X-O514-01-R4O514-C11616;SYMBOL-kicad-oomlout_OOMP_kicad-oomlout_OOMP_JLCC_Basic-RESE-0402-X-O514-01-R4O514-C11616;SZKICADOOMLOUTOOMPKICADOOMLOUTOOMPJLCCBASICRESE42XO5141R4O514C11616;oomlout_OOMP_JLCC_Basic : RESE-0402-X-O514-01-R4O514-C11616;;;;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'R', 'kicadSymbolValue': 'RESE-0402-X-O514-01-R4O514-C11616', 'kicadSymbolFootprint': 'oomlout_OOMP_parts:RESE-0402-X-O514-01-R4O514-C11616', 'kicadSymbolDatasheet': 'oom.lt/R4O514', 'kicadSymbolki_keywords': 'R res resistor', 'kicadSymbolki_description': 'hexID: R4O514;PARTL C-JLCC;C11616;MANUF C-XXXX;0402WGF5103TCE;Resistor', 'kicadSymbolki_fp_filters': 'R_*'}]";;;;;;
