CSV Line for;SYMBOL-kicad-kicad-symbols-Reference_Voltage-LM4125IM5-2.5;Reference_Voltage : LM4125IM5-2.5
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"SYMBOL";"kicad";"kicad-symbols";"Reference_Voltage";"LM4125IM5-2.5";"SYMBOL-kicad-kicad-symbols-Reference_Voltage-LM4125IM5-2.5";"SZKREFERENCEVOLTAGELM4125IM525";"Reference_Voltage : LM4125IM5-2.5";;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': 'LM4125AIM5-2.5', 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'LM4125IM5-2.5', 'kicadSymbolFootprint': 'Package_TO_SOT_SMD:SOT-23-5', 'kicadSymbolDatasheet': 'http://www.ti.com/lit/ds/symlink/lm4125.pdf', 'kicadSymbolki_keywords': 'Precision Micropower Low Dropout Voltage Reference 2.5V', 'kicadSymbolki_description': '2.5V ±0.5% Precision Micropower Low Dropout Voltage Reference, SOT-23-5', 'kicadSymbolki_fp_filters': 'SOT?23*'}]";;;;
