CSV Line for;SYMBOL-kicad-kicad-symbols-74xx-74LS05;74LS05
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"SYMBOL";"kicad";"kicad-symbols";"74xx";"74LS05";"SYMBOL-kicad-kicad-symbols-74xx-74LS05";"SZK74XX74LS5";"74LS05";;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'U', 'kicadSymbolValue': '74LS05', 'kicadSymbolFootprint': '', 'kicadSymbolDatasheet': 'http://www.ti.com/lit/gpn/sn74LS05', 'kicadSymbolki_locked': '', 'kicadSymbolki_keywords': 'TTL not inv OpenCol', 'kicadSymbolki_description': 'Inverter Open Collect', 'kicadSymbolki_fp_filters': 'DIP*W7.62mm*'}]";;
