OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;kicad;kicad-footprints;Connector_USB;USB_Micro-B_Wuerth_629105150521_CircularHoles;FOOTPRINT-kicad-kicad-footprints-Connector_USB-USB_Micro-B_Wuerth_629105150521_CircularHoles;FZKCNUUMBWUERTH6291515521CIRCULARH;Connector_USB : USB_Micro-B_Wuerth_629105150521_CircularHoles;;;;;;;;;;;;;;{'name': 'USB_Micro-B_Wuerth_629105150521_CircularHoles', 'description': 'USB Micro-B receptacle, http://www.mouser.com/ds/2/445/629105150521-469306.pdf', 'tags': 'usb micro receptacle', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Connector_USB.3dshapes/USB_Micro-B_Wuerth_629105150521_CircularHoles.wrl', 'pins': {'type': 'np_thru_hole', 'shape': 'circle'}};;;;;;;;;;
