OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;kicad;kicad-footprints;RF_Mini-Circuits;Mini-Circuits_TTT167_LandPatternPL-079;FOOTPRINT-kicad-kicad-footprints-RF_Mini-Circuits-Mini-Circuits_TTT167_LandPatternPL-079;FZKRFMCIRCUITSTTT167LANDPATTERNPL79;RF_Mini-Circuits : Mini-Circuits_TTT167_LandPatternPL-079;;;;;;;;;;;;;;{'name': 'Mini-Circuits_TTT167_LandPatternPL-079', 'description': 'Footprint for Mini-Circuits case TTT167 (Mini-Circuits_TTT167_LandPatternPL-079) following land pattern PL-079, including GND vias (https://ww2.minicircuits.com/pcb/98-pl079.pdf)', 'tags': 'Mini-Circuits PL-079', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/RF_Mini-Circuits.3dshapes/Mini-Circuits_TTT167.wrl', 'pins': {'type': 'smd', 'shape': 'rect'}};;;;;;;;;;
