OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;eagle;eagle-default;ref-packages-3d;BGA324C80P18X18_1500X1500X170;FOOTPRINT-eagle-eagle-default-ref-packages-3d-BGA324C80P18X18_1500X1500X170;FZEREFPACKAGES3DBGA324C8P18X1815X15X17;ref-packages-3d : BGA324C80P18X18_1500X1500X170;;;;;;;;;;;;;;;;;;;;;;;
