CSV Line for;FOOTPRINT-kicad-kicad-footprints-Display_7Segment-AD-121F2;Display_7Segment : AD-121F2
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"FOOTPRINT";"kicad";"kicad-footprints";"Display_7Segment";"AD-121F2";"FOOTPRINT-kicad-kicad-footprints-Display_7Segment-AD-121F2";"FZKDI7SAD121F2";"Display_7Segment : AD-121F2";;;;;;;;;;;;;;"{'name': 'AD-121F2', 'description': 'Single Digit 7-segment RGB LED Display, 1-inch digit height, common anode, http://usasyck.com/products/AD-121F2_cat_e.pdf', 'tags': 'RGB LED digit', 'attributeType': 'through_hole', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Display_7Segment.3dshapes/AD-121F2.wrl', 'pins': {'type': 'np_thru_hole', 'shape': 'circle'}}";;;;
