CSV Line for;FOOTPRINT-kicad-kicad-footprints-Package_DirectFET-DirectFET_SQ;Package_DirectFET : DirectFET_SQ
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"FOOTPRINT";"kicad";"kicad-footprints";"Package_DirectFET";"DirectFET_SQ";"FOOTPRINT-kicad-kicad-footprints-Package_DirectFET-DirectFET_SQ";"FZKDFETDIRECTFETSQ";"Package_DirectFET : DirectFET_SQ";;;;;;;;;;;;;;"{'name': 'DirectFET_SQ', 'description': 'DirectFET SQ https://www.infineon.com/dgdl/Infineon-AN-1035-ApplicationNotes-v29_01-EN.pdf?fileId=5546d462533600a40153559159020f76#page=17', 'tags': 'DirectFET SQ MOSFET Infineon', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Package_DirectFET.3dshapes/DirectFET_SQ.wrl', 'pins': {'type': 'smd', 'shape': 'rect'}}";;;;
