CSV Line for;FOOTPRINT-kicad-kicad-footprints-Crystal-Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1;Crystal : Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"FOOTPRINT";"kicad";"kicad-footprints";"Crystal";"Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1";"FOOTPRINT-kicad-kicad-footprints-Crystal-Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1";"FZKXXC26LFD21L65HORIZONTAL1EPSTYLE1";"Crystal : Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1";;;;;;;;;;;;;;"{'name': 'Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1', 'description': 'Crystal THT C26-LF 6.5mm length 2.06mm diameter', 'tags': "['C26-LF']", 'attributeType': 'through_hole', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Crystal.3dshapes/Crystal_C26-LF_D2.1mm_L6.5mm_Horizontal_1EP_style1.wrl', 'pins': {'type': 'thru_hole', 'shape': 'circle'}}";;;;
