CSV Line for;FOOTPRINT-kicad-kicad-footprints-Package_DFN_QFN-DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm;Package_DFN_QFN : DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"FOOTPRINT";"kicad";"kicad-footprints";"Package_DFN_QFN";"DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm";"FOOTPRINT-kicad-kicad-footprints-Package_DFN_QFN-DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm";"FZKDFNDFN81EP3X3P65EP17X25";"Package_DFN_QFN : DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm";;;;;;;;;;;;;;"{'name': 'DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm', 'description': 'DFN, 8 Pin (http://www.ixysic.com/home/pdfs.nsf/www/IX4426-27-28.pdf/$file/IX4426-27-28.pdf), generated with kicad-footprint-generator ipc_noLead_generator.py', 'tags': 'DFN NoLead', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Package_DFN_QFN.3dshapes/DFN-8-1EP_3x3mm_P0.65mm_EP1.7x2.05mm.wrl', 'pins': {'type': 'smd', 'shape': 'roundrect'}}";;;;;;
