CSV Line for;SYMBOL-kicad-oomlout_OOMP_kicad-oomlout_OOMP_parts-RESE-1206-X-O103-01-R12O103;oomlout_OOMP_parts : RESE-1206-X-O103-01-R12O103
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"SYMBOL";"kicad";"oomlout_OOMP_kicad";"oomlout_OOMP_parts";"RESE-1206-X-O103-01-R12O103";"SYMBOL-kicad-oomlout_OOMP_kicad-oomlout_OOMP_parts-RESE-1206-X-O103-01-R12O103";"SZKICADOOMLOUTOOMPKICADOOMLOUTOOMPPARTSRESE126XO131R12O13";"oomlout_OOMP_parts : RESE-1206-X-O103-01-R12O103";;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'R', 'kicadSymbolValue': 'RESE-1206-X-O103-01-R12O103', 'kicadSymbolFootprint': 'oomlout_OOMP_parts:RESE-1206-X-O103-01-R12O103', 'kicadSymbolDatasheet': 'oom.lt/R12O103', 'kicadSymbolki_keywords': 'R res resistor', 'kicadSymbolki_description': 'hexID: R12O103;PARTL C-JLCC;C17902;MANUF C-XXXX;1206W4F1002T5E;Resistor', 'kicadSymbolki_fp_filters': 'R_*'}]";;;;
