OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;kicad;kicad-footprints;Diode_THT;Diode_Bridge_Vishay_KBPM;FOOTPRINT-kicad-kicad-footprints-Diode_THT-Diode_Bridge_Vishay_KBPM;FZKDDIODEBRIDGEVISHAYKBPM;Diode_THT : Diode_Bridge_Vishay_KBPM;;;;;;;;;;;;;;{'name': 'Diode_Bridge_Vishay_KBPM', 'description': 'Vishay KBM rectifier package, 3.95mm pitch (http://www.farnell.com/datasheets/2238158.pdf, http://www.cdil.com/s/kbp2005_.pdf)', 'tags': 'Vishay KBM rectifier diode bridge', 'attributeType': 'through_hole', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Diode_THT.3dshapes/Diode_Bridge_Vishay_KBPM.wrl', 'pins': {'type': 'thru_hole', 'shape': 'rect'}};;;;;;;;;;
