OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;kicad;kicad-footprints;Package_SON;WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm;FOOTPRINT-kicad-kicad-footprints-Package_SON-WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm;FZKSONWSON61EP2X2P65EP1X16;Package_SON : WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm;;;;;;;;;;;;;;{'name': 'WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm', 'description': 'WSON, 6 Pin (http://www.ti.com/lit/ds/symlink/tps61040.pdf#page=35), generated with kicad-footprint-generator ipc_noLead_generator.py', 'tags': 'WSON NoLead', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Package_SON.3dshapes/WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm.wrl', 'pins': {'type': 'smd', 'shape': 'roundrect'}};;;;;;;;;
