CSV Line for;FOOTPRINT-kicad-kicad-footprints-Package_QFP-LQFP-36_7x7mm_P0.65mm;Package_QFP : LQFP-36_7x7mm_P0.65mm
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"FOOTPRINT";"kicad";"kicad-footprints";"Package_QFP";"LQFP-36_7x7mm_P0.65mm";"FOOTPRINT-kicad-kicad-footprints-Package_QFP-LQFP-36_7x7mm_P0.65mm";"FZKQFPLQFP367X7P65";"Package_QFP : LQFP-36_7x7mm_P0.65mm";;;;;;;;;;;;;;"{'name': 'LQFP-36_7x7mm_P0.65mm', 'description': 'LQFP, 36 Pin (https://www.onsemi.com/pub/Collateral/561AV.PDF), generated with kicad-footprint-generator ipc_gullwing_generator.py', 'tags': 'LQFP QFP', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Package_QFP.3dshapes/LQFP-36_7x7mm_P0.65mm.wrl', 'pins': {'type': 'smd', 'shape': 'roundrect'}}";;;;
