OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""SYMBOL""";"""kicad""";"""kicad-symbols""";"""74xx""";"""SN74LV4T125""";"""SYMBOL-kicad-kicad-symbols-74xx-SN74LV4T125""";"""SZK74XXSN74LV4T125""";"""74xx : SN74LV4T125""";;;;;;;;;;;;;;;;;;"""[{'kicadSymbolExtends': '74LS125', 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'SN74LV4T125', 'kicadSymbolFootprint': '', 'kicadSymbolDatasheet': 'https://www.ti.com/lit/ds/symlink/sn74lv4t125.pdf', 'kicadSymbolki_keywords': '3State CMOS shifter translator', 'kicadSymbolki_description': 'Single Supply Logic Level Translator Quad Buffer with 3-State Outputs', 'kicadSymbolki_fp_filters': 'DIP*W7.62mm*'}]""";;;;;
