CSV Line for;SYMBOL-kicad-kicad-symbols-Interface_Ethernet-LAN9514;LAN9514
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"SYMBOL";"kicad";"kicad-symbols";"Interface_Ethernet";"LAN9514";"SYMBOL-kicad-kicad-symbols-Interface_Ethernet-LAN9514";"SZKINTERFACEETHERNETLAN9514";"LAN9514";;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'LAN9514', 'kicadSymbolFootprint': 'Package_DFN_QFN:QFN-64-1EP_9x9mm_P0.5mm_EP7.3x7.3mm', 'kicadSymbolDatasheet': 'http://ww1.microchip.com/downloads/en/DeviceDoc/00002306A.pdf', 'kicadSymbolki_locked': '', 'kicadSymbolki_keywords': 'USB HUB Ethernet 10/100', 'kicadSymbolki_description': 'Four USB 2.0 hub with an integrated 10/100 Ethernet controller (0°C to +70°C), QFN-48', 'kicadSymbolki_fp_filters': 'QFN*1EP?9x9mm?P0.5mm?EP7.3x7.3mm*'}]";;
