OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
SYMBOL;kicad;kicad-symbols;Amplifier_Operational;OPA365xxDBV;SYMBOL-kicad-kicad-symbols-Amplifier_Operational-OPA365xxDBV;SZKAMPLIFIEROPERATIONALOPA365XXDBV;Amplifier_Operational : OPA365xxDBV;;;;;;;;;;;;;;;;;;[{'kicadSymbolExtends': 'MCP6L91T-EOT', 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'OPA365xxDBV', 'kicadSymbolFootprint': 'Package_TO_SOT_SMD:SOT-23-5', 'kicadSymbolDatasheet': 'https://www.ti.com/lit/ds/symlink/opa365.pdf', 'kicadSymbolki_keywords': 'single opamp', 'kicadSymbolki_description': '50-MHz, Zero-Crossover, Low-Distortion, High CMRR, RRI/O, Single-Supply, SOT-23-5', 'kicadSymbolki_fp_filters': 'SOT?23*'}];;;;;
