CSV Line for;SYMBOL-kicad-kicad-symbols-Regulator_Linear-LT3015xQ-2.5;LT3015xQ-2.5
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"SYMBOL";"kicad";"kicad-symbols";"Regulator_Linear";"LT3015xQ-2.5";"SYMBOL-kicad-kicad-symbols-Regulator_Linear-LT3015xQ-2.5";"SZKREGULATORLINEARLT315XQ25";"LT3015xQ-2.5";;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'LT3015xQ-2.5', 'kicadSymbolFootprint': 'Package_TO_SOT_SMD:TO-263-5_TabPin3', 'kicadSymbolDatasheet': 'https://www.analog.com/media/en/technical-documentation/data-sheets/3015fb.pdf', 'kicadSymbolki_keywords': 'negative voltage regulator', 'kicadSymbolki_description': '-2.5V, 1.5A, Low Noise, Negative Linear Regulator with Precision Current Limit, TO-263-5', 'kicadSymbolki_fp_filters': 'TO*263*'}]";;
