OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;kicad;kicad-footprints;Connector_Phoenix_MSTB;PhoenixContact_MSTBVA_2,5_16-G-5,08_1x16_P5.08mm_Vertical;FOOTPRINT-kicad-kicad-footprints-Connector_Phoenix_MSTB-PhoenixContact_MSTBVA_2,5_16-G-5,08_1x16_P5.08mm_Vertical;FZKCNPHOENIXMSTBPHOENIXCONTACTMSTBVA2516G581X16P58VERTICAL;Connector_Phoenix_MSTB : PhoenixContact_MSTBVA_2,5_16-G-5,08_1x16_P5.08mm_Vertical;;;;;;;;;;;;;;"{'name': 'PhoenixContact_MSTBVA_2,5_16-G-5,08_1x16_P5.08mm_Vertical', 'description': 'Generic Phoenix Contact connector footprint for: MSTBVA_2,5/16-G-5,08; number of pins: 16; pin pitch: 5.08mm; Vertical || order number: 1755875 12A', 'tags': 'phoenix_contact connector MSTBVA_01x16_G_5.08mm', 'attributeType': 'through_hole', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Connector_Phoenix_MSTB.3dshapes/PhoenixContact_MSTBVA_2,5_16-G-5,08_1x16_P5.08mm_Vertical.wrl', 'pins': {'type': 'thru_hole', 'shape': 'roundrect'}}";;;;;;;;;;
