OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""SYMBOL""";"""kicad""";"""oomlout_OOMP_kicad""";"""oomlout_OOMP_JLCC_Basic""";"""RESE-0603-X-O164-01-R6O164-C22813""";"""SYMBOL-kicad-oomlout_OOMP_kicad-oomlout_OOMP_JLCC_Basic-RESE-0603-X-O164-01-R6O164-C22813""";"""SZKICADOOMLOUTOOMPKICADOOMLOUTOOMPJLCCBASICRESE63XO1641R6O164C22813""";"""oomlout_OOMP_JLCC_Basic : RESE-0603-X-O164-01-R6O164-C22813""";;;;;;;;;;;;;;;;;;"""[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'R', 'kicadSymbolValue': 'RESE-0603-X-O164-01-R6O164-C22813', 'kicadSymbolFootprint': 'oomlout_OOMP_parts:RESE-0603-X-O164-01-R6O164-C22813', 'kicadSymbolDatasheet': 'oom.lt/R6O164', 'kicadSymbolki_keywords': 'R res resistor', 'kicadSymbolki_description': 'hexID: R6O164;PARTL C-JLCC;C22813;MANUF C-XXXX;0603WAF1603T5E;Resistor', 'kicadSymbolki_fp_filters': 'R_*'}]""";;;;;
