CSV Line for;FOOTPRINT-kicad-kicad-footprints-Capacitor_Tantalum_SMD-CP_EIA-7361-438_AVX-U_Pad2.18x3.30mm_HandSolder;Capacitor_Tantalum_SMD : CP_EIA-7361-438_AVX-U_Pad2.18x3.30mm_HandSolder
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"FOOTPRINT";"kicad";"kicad-footprints";"Capacitor_Tantalum_SMD";"CP_EIA-7361-438_AVX-U_Pad2.18x3.30mm_HandSolder";"FOOTPRINT-kicad-kicad-footprints-Capacitor_Tantalum_SMD-CP_EIA-7361-438_AVX-U_Pad2.18x3.30mm_HandSolder";"FZKCAPACITORTANTALUMSMCPEIA7361438AVXUPAD218X33HANDSOLDER";"Capacitor_Tantalum_SMD : CP_EIA-7361-438_AVX-U_Pad2.18x3.30mm_HandSolder";;;;;;;;;;;;;;"{'name': 'CP_EIA-7361-438_AVX-U_Pad2.18x3.30mm_HandSolder', 'description': 'Tantalum Capacitor SMD AVX-U (7361-438 Metric), IPC_7351 nominal, (Body size from: http://datasheets.avx.com/NOS.pdf), generated with kicad-footprint-generator', 'tags': 'capacitor tantalum', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Capacitor_Tantalum_SMD.3dshapes/CP_EIA-7361-438_AVX-U.wrl', 'pins': {'type': 'smd', 'shape': 'roundrect'}}";;;;;;
