OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""SYMBOL""";"""kicad""";"""kicad-symbols""";"""Amplifier_Audio""";"""TPA6132A2RTE""";"""SYMBOL-kicad-kicad-symbols-Amplifier_Audio-TPA6132A2RTE""";"""SZKAMPLIFIERAUDIOTPA6132A2RTE""";"""Amplifier_Audio : TPA6132A2RTE""";;;;;;;;;;;;;;;;;;"""[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'TPA6132A2RTE', 'kicadSymbolFootprint': 'Package_DFN_QFN:WQFN-16-1EP_3x3mm_P0.5mm_EP1.6x1.6mm_ThermalVias', 'kicadSymbolDatasheet': 'https://www.ti.com/lit/ds/symlink/tpa6132a2.pdf', 'kicadSymbolki_keywords': 'DirectPath audio amplifier Stereo', 'kicadSymbolki_description': '25mW, Stereo, DirectPath Audio Amplifier, WQFN-16', 'kicadSymbolki_fp_filters': 'WQFN*1EP*3x3mm*P0.5mm*'}]""";;;;;
