OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""FOOTPRINT""";"""kicad""";"""kicad-footprints""";"""Inductor_SMD""";"""L_Wuerth_MAPI-3012""";"""FOOTPRINT-kicad-kicad-footprints-Inductor_SMD-L_Wuerth_MAPI-3012""";"""FZKINDUCTORSMLWUERTHMAPI312""";"""Inductor_SMD : L_Wuerth_MAPI-3012""";;;;;;;;;;;;;;"""{'name': 'L_Wuerth_MAPI-3012', 'description': 'Inductor, Wuerth Elektronik, Wuerth_MAPI-3012, 3.0mmx3.0mm', 'tags': 'inductor Wuerth smd', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Inductor_SMD.3dshapes/L_Wuerth_MAPI-3012.wrl', 'pins': {'type': 'smd', 'shape': 'rect'}}""";;;;;;;;;
