CSV Line for;FOOTPRINT-kicad-kicad-footprints-Varistor-RV_Disc_D12mm_W7.5mm_P7.5mm;Varistor : RV_Disc_D12mm_W7.5mm_P7.5mm
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"FOOTPRINT";"kicad";"kicad-footprints";"Varistor";"RV_Disc_D12mm_W7.5mm_P7.5mm";"FOOTPRINT-kicad-kicad-footprints-Varistor-RV_Disc_D12mm_W7.5mm_P7.5mm";"FZKVRVDISCD12W75P75";"Varistor : RV_Disc_D12mm_W7.5mm_P7.5mm";;;;;;;;;;;;;;"{'name': 'RV_Disc_D12mm_W7.5mm_P7.5mm', 'description': 'Varistor, diameter 12mm, width 7.5mm, pitch 7.5mm', 'tags': 'varistor SIOV', 'attributeType': 'through_hole', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Varistor.3dshapes/RV_Disc_D12mm_W7.5mm_P7.5mm.wrl', 'pins': {'type': 'thru_hole', 'shape': 'circle'}}";;;;
