"CSV Line for;SYMBOL-kicad-kicad-symbols-Regulator_Linear-MCP1703A-3302_SOT89;Regulator_Linear : MCP1703A-3302_SOT89"
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""SYMBOL""";"""kicad""";"""kicad-symbols""";"""Regulator_Linear""";"""MCP1703A-3302_SOT89""";"""SYMBOL-kicad-kicad-symbols-Regulator_Linear-MCP1703A-3302_SOT89""";"""SZKREGULATORLINEARMCP173A332SOT89""";"""Regulator_Linear : MCP1703A-3302_SOT89""";;;;;;;;;;;;;;;;;;"""[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'U', 'kicadSymbolValue': 'MCP1703A-3302_SOT89', 'kicadSymbolFootprint': 'Package_TO_SOT_SMD:SOT-89-3', 'kicadSymbolDatasheet': 'http://ww1.microchip.com/downloads/en/DeviceDoc/20005122B.pdf', 'kicadSymbolki_keywords': 'REGULATOR LDO', 'kicadSymbolki_description': 'Low Quiescent Current LDO Regulator, 3.3V, 250mA, Vin<=16V, SOT-89', 'kicadSymbolki_fp_filters': 'SOT?89*'}]""";;;;;
