CSV Line for;FOOTPRINT-kicad-kicad-footprints-Package_BGA-UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm;Package_BGA : UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM;
"FOOTPRINT";"kicad";"kicad-footprints";"Package_BGA";"UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm";"FOOTPRINT-kicad-kicad-footprints-Package_BGA-UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm";"FZKBGAUCBGA3625X25LAYOUT6X6P4";"Package_BGA : UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm";;;;;;;;;;;;;;"{'name': 'UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm', 'description': 'UCBGA-36, 6x6 raster, 2.5x2.5mm package, pitch 0.4mm; https://www.latticesemi.com/view_document?document_id=213', 'tags': 'BGA 36 0.4', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Package_BGA.3dshapes/UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm.wrl', 'pins': {'type': 'smd', 'shape': 'circle'}}";;;;;;
