CSV Line for;SYMBOL-kicad-kicad-symbols-Transformer-TEZ2.6-D-1;TEZ2.6-D-1
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"SYMBOL";"kicad";"kicad-symbols";"Transformer";"TEZ2.6-D-1";"SYMBOL-kicad-kicad-symbols-Transformer-TEZ2.6-D-1";"SZKTRTEZ26D1";"TEZ2.6-D-1";;;;;;;;;;;;;;;;"[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'TR', 'kicadSymbolValue': 'TEZ2.6-D-1', 'kicadSymbolFootprint': 'Transformer_THT:Transformer_Breve_TEZ-28x33', 'kicadSymbolDatasheet': 'http://www.breve.pl/pdf/ANG/TEZ_ang.pdf', 'kicadSymbolki_keywords': '2.6VA PCB Transformer Single Secondary', 'kicadSymbolki_description': 'TEZ2.6/D/x, 2.6VA, Single Secondary, Cast Resin Transformer, PCB', 'kicadSymbolki_fp_filters': 'Transformer*Breve*TEZ*28x33*'}]";;
