OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
"""FOOTPRINT""";"""kicad""";"""digikey-kicad-library""";"""digikey-footprints""";"""VFQFN-16-1EP_3x3mm""";"""FOOTPRINT-kicad-digikey-kicad-library-digikey-footprints-VFQFN-16-1EP_3x3mm""";"""FZKICADDIGIKEYKICADLIBRARYDIGIKEYFOOTPRINTSVFQFN161EP3X3""";"""digikey-footprints : VFQFN-16-1EP_3x3mm""";;;;;;;;;;;;;;"""{'name': 'VFQFN-16-1EP_3x3mm', 'description': 'http://www.psemi.com/pdf/datasheets/pe42423ds.pdf', 'tags': None, 'attributeType': 'smd', 'pins': {'type': 'smd', 'shape': 'rect'}}""";;;;;;;;;
