CSV Line for;FOOTPRINT-kicad-kicad-footprints-Connector_Molex-Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical;Connector_Molex : Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"FOOTPRINT";"kicad";"kicad-footprints";"Connector_Molex";"Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical";"FOOTPRINT-kicad-kicad-footprints-Connector_Molex-Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical";"FZKCNMXMXPICOCLASP51331271X21MPP1VERTICAL";"Connector_Molex : Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical";;;;;;;;;;;;;;"{'name': 'Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical', 'description': 'Molex Pico-Clasp series connector, 501331-0207 (http://www.molex.com/pdm_docs/sd/5013310207_sd.pdf), generated with kicad-footprint-generator', 'tags': 'connector Molex Pico-Clasp side entry', 'attributeType': 'smd', 'threeDModel': '${KICAD6_3DMODEL_DIR}/Connector_Molex.3dshapes/Molex_Pico-Clasp_501331-0207_1x02-1MP_P1.00mm_Vertical.wrl', 'pins': {'type': 'smd', 'shape': 'roundrect'}}";;;;
