OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
SYMBOL;kicad;kicad-symbols;Diode;ESD9B5.0ST5G;SYMBOL-kicad-kicad-symbols-Diode-ESD9B5.0ST5G;SZKDIODEESD9B5ST5G;Diode : ESD9B5.0ST5G;;;;;;;;;;;;;;;;;;[{'kicadSymbolExtends': None, 'kicadSymbolReference': 'D', 'kicadSymbolValue': 'ESD9B5.0ST5G', 'kicadSymbolFootprint': 'Diode_SMD:D_SOD-923', 'kicadSymbolDatasheet': 'https://www.onsemi.com/pub/Collateral/ESD9B-D.PDF', 'kicadSymbolki_keywords': 'diode TVS ESD', 'kicadSymbolki_description': 'ESD protection diode, 5.0Vrwm, SOD-923', 'kicadSymbolki_fp_filters': 'D*SOD?923*'}];;;;;;
